248237812854431000,@scottserfas good man on the photos!! Ok that's the last surfing pic...  
248227523450769000,Stepping on the breaks #scottserfasphotography  
248215053336199000,Target practice @bradgerlach @parkercoffin @sepp_bruhwiler @adamdewolfe @scottserfas @raphbruhwiler @thereal 
248213641386659000,Already miss this place... Can't wait to go back to Canada and score some more of these with @raphbruhwiler  
248166430988697000,We are a tad bit late but I finally got him to plank 
248138663089799000,Time to get this Lazy little fart off the couch and get some exercise 
247874625181204000,What is going on with this game? Hard to watch
247851748188901000,Looks like somebody should of ordered a triple shot   @ coffee bean malibu 
247827746305236000,Agreed  
247802684374151000,Damn @sprandoni and I were some badasses back in the day... Anybody know which one is me? Love my Bro Love m 
247472160841551000,Just found this in my phone from last night... Now seriously... Is this for real? #onlyinhwood 
247222973927399000,@toddy_bow annd I getting all @tallywood  on the #Gramnation 
247163822937358000,Bromance day 2 @nickswardson  
247158800254128000,Matrix  
247157199233757000,@bgflyhigh bouncing off the walls.. Don't try this at home kids 
246835098480156000,@toddy_bow @tallywood @shecks @tcclarkeee @mattyosborn     Classic photo from the Ryan Sheckler Charity golf 
246510276415979000,Lately I haven't been able to spend time with my real Hollywood brothers @sylvainbitton @toddy_bow miss thes 
246458917675204000,Chilling with the OG PSY @mattyosborn been a minute since I have been in Hwood.. Good times  
246347565971406000,Can't believe the day is almost here... 6 years in the making... I can legitimately say that I am scared of  
245986961532280000,Zoolander  
245977804427112000,I missed you while I was gone sweetheart.. U better not of let anybody else play with you while I was gone ???ù 
245662637571076000,Rest in peace  
245584150374002000,Till next time eh... Great times Canada ;) 
245547744851271000,Canadian bathroom sign.. Classic 
245530500905697000,RT @juliet1511: @BrodyJenner retweet to show you love all your Irish fans #hugefan
245529702851297000,What happened to my lesson @HankDHaney ? You forget about the little people? #alltalk
245387248323936000,Hey @frankiedelgado raider nation? Haha not this game... GO BOLTS!!!!!!!
245334104042782000,The view was INSANE @gotsurf !!! Hahaha nice photo... Great times brother 
245309962660741000,Anybody know anything fun to do in downtown Vancouver on a Monday?
245280127196491000,Yup... Another reason why I love Canada thanks @gotsurf #instagramsteal 
245207723413737000,One of Canada's Greats @sepp_bruhwiler ... Not to mention he rips at surfing. Thanks for taking good care of 
245194157285601000,Amping for this non camp fire breakfast @bradgerlach and @parkercoffin ... Gonna miss Canada  
245187836544942000,Last nights sunset in Canada 
244976597692715000,Had such a great time camping with the boys.. @bradgerlach @parkercoffin @therealkandui @raphbruhwiler and h 
244965280852365000,Epic times 
244961784249864000,Made it back alive... Barley   
244080045117825000,Headed off into the wilderness with @parkercoffin and @bradgerlach be back in a few   @ somewhere in Canada  
243906225207640000,On a mission with @bradgerlach and @parkercoffin   @ somewhere in Canada  
243849730642296000,One of the many reasons why I love Canada   @ somewhere in Canada  
243830238637879000,Back on the move #stormchasing with @parkercoffin   @ somewhere in Canada  
243762265822752000,What u looking at chunk? 
243149560204111000,Wow  
242807415983181000,Home sweet home...   @ LAX 
242720439405780000,Volcano  
242659713421037000,Thank you Nicaragua for letting us enjoy your beautiful country... #greattimes 
242632896194682000,Last sunset down south.. #nofilter   @ somewhere in Central America  
242102820210360000,It was a really special day for me today. I hope all of you had a great day as well... Appreciate life... It 
242071604937515000,A local family invited the boys over to have dinner with them and they hooked us up.. Such a cool experience 
242052659341824000,Sunset #nofilter 
241999484165451000,Pinch me 
241873160109191000,Pumping  @ somewhere in Central America  
241871738999300000,Love waking up to this...   @ somewhere in Central America  
